"Geneid"	"Phase1.IR1.1009.POOL.0003202425.5104.SL.0095"	"Phase1.IR1.1009.POOL.0003202427.5104.SL.0287"	".Phase1.IR1.1009.POOL.0003202429.5104.SL.0479"
"ENSG00000240371.1"	1	4	0
"ENSG00000149131.11"	101	46	93
"ENSG00000254602.1"	7	11	9
"ENSG00000208009.1"	0	0	0
"ENSG00000166793.6"	72	45	51
"ENSG00000172409.5"	542	366	502
"ENSG00000156599.6"	2899	1440	2200
"ENSG00000156603.10"	126	84	136
"ENSG00000213593.5"	779	500	756
"ENSG00000254462.1"	2	0	1
"ENSG00000213592.4"	1	3	0
"ENSG00000211450.5"	999	709	1157
"ENSG00000254732.1"	9	12	11
"ENSG00000233436.3"	0	3	2
"ENSG00000198561.8"	1165	560	804
"ENSG00000255303.1"	1	0	0
"ENSG00000255266.1"	1	0	1
"ENSG00000180714.2"	2	1	0
"ENSG00000254749.1"	0	1	1
"ENSG00000254601.1"	1	0	0
"ENSG00000186509.3"	0	1	2
"ENSG00000200817.1"	0	0	0
"ENSG00000172381.3"	0	3	0
"ENSG00000236541.1"	0	0	0
"ENSG00000255146.1"	1	1	2
"ENSG00000254853.1"	0	0	1
"ENSG00000255131.2"	1	1	1
"ENSG00000272685.1"	0	0	0
"ENSG00000172377.1"	2	1	0
"ENSG00000186508.4"	0	0	0
"ENSG00000272569.1"	0	1	2
"ENSG00000186513.2"	4	0	0
"ENSG00000197887.3"	0	0	0
"ENSG00000172774.6"	0	0	1
"ENSG00000180475.4"	1	0	0
"ENSG00000254589.1"	0	0	1
"ENSG00000172772.3"	0	3	1
"ENSG00000272900.1"	0	0	1
"ENSG00000255218.1"	0	0	1
"ENSG00000255431.1"	2	0	2
"ENSG00000255096.2"	0	1	0
"ENSG00000255333.1"	0	0	0
"ENSG00000197786.3"	0	0	0
"ENSG00000233499.1"	1	0	0
"ENSG00000273408.1"	1	0	0
"ENSG00000172769.2"	1	4	0
"ENSG00000172365.2"	1	1	1
"ENSG00000172362.2"	4	2	2
"ENSG00000255299.1"	51	40	46
"ENSG00000198283.2"	12	4	12
"ENSG00000110031.8"	2528	1033	1748
"ENSG00000186660.14"	1649	1110	1535
"ENSG00000255073.4"	0	0	0
"ENSG00000269570.1"	1	0	1
"ENSG00000242689.1"	135	75	130
"ENSG00000149124.6"	1	3	1
"ENSG00000265783.1"	0	0	0
"ENSG00000197254.3"	1	1	5
"ENSG00000254926.1"	0	0	0
"ENSG00000255265.1"	1	2	1
"ENSG00000156689.2"	4	8	3
"ENSG00000254717.2"	10	10	19
"ENSG00000166840.9"	4	8	6
"ENSG00000224130.1"	0	0	0
"ENSG00000255523.1"	0	0	1
"ENSG00000255240.1"	102	58	108
"ENSG00000254877.1"	8	6	9
"ENSG00000255189.1"	1	3	1
"ENSG00000254786.1"	32	28	31
"ENSG00000254399.2"	0	1	3
"ENSG00000255151.2"	1	2	0
"ENSG00000189057.6"	67	52	61
"ENSG00000245571.2"	311	174	271
"ENSG00000255381.1"	8	3	7
"ENSG00000166801.11"	4500	2794	3924
"ENSG00000110042.3"	489	193	321
"ENSG00000197629.5"	12595	4796	7886
"ENSG00000263999.1"	3	1	1
"ENSG00000225802.3"	8	9	8
"ENSG00000254799.1"	10	3	6
"ENSG00000214797.3"	29	20	29
"ENSG00000254704.3"	4	5	8
"ENSG00000263944.1"	1	1	1
"ENSG00000235678.3"	1	0	0
"ENSG00000255386.1"	1	0	0
"ENSG00000176495.2"	2	5	3
"ENSG00000198261.3"	0	1	1
"ENSG00000172324.4"	0	0	0
"ENSG00000172320.2"	0	1	1
"ENSG00000166884.2"	0	2	2
"ENSG00000254640.1"	2	1	2
"ENSG00000254466.1"	1	0	1
"ENSG00000204989.3"	1	0	1
"ENSG00000252418.1"	0	0	0
"ENSG00000176200.1"	0	0	0
"ENSG00000172742.4"	0	0	0
"ENSG00000254770.1"	2	0	2
"ENSG00000252893.1"	0	0	1
"ENSG00000255008.2"	1	6	7
"ENSG00000110048.7"	1877	1068	1477
"ENSG00000264559.1"	18	5	9
"ENSG00000255139.1"	12	9	5
"ENSG00000166889.13"	1443	717	1251
"ENSG00000255355.1"	21	11	17
"ENSG00000223223.1"	1	0	0
"ENSG00000172289.2"	0	2	1
"ENSG00000166900.10"	11020	5003	7690
"ENSG00000254403.1"	0	1	1
"ENSG00000254743.1"	1	3	0
"ENSG00000255538.1"	1	1	0
"ENSG00000254477.1"	183	60	90
"ENSG00000234964.3"	1	1	1
"ENSG00000166902.4"	629	308	495
"ENSG00000134812.3"	3	3	2
"ENSG00000134827.3"	168	145	197
"ENSG00000270929.1"	7	2	9
"ENSG00000214788.1"	4	6	8
"ENSG00000255393.1"	0	1	1
"ENSG00000149507.2"	2	2	1
"ENSG00000149516.9"	213	152	220
"ENSG00000255331.1"	3	4	2
"ENSG00000149534.4"	122	79	121
"ENSG00000254952.1"	67	59	64
"ENSG00000110077.10"	5899	4157	5824
"ENSG00000214787.4"	442	240	392
"ENSG00000110079.12"	168	129	179
"ENSG00000166926.4"	1	3	2
"ENSG00000166927.8"	3294	2014	3084
"ENSG00000166928.6"	504	261	400
"ENSG00000166930.2"	0	5	2
"ENSG00000156738.13"	2081	1376	2227
"ENSG00000071203.5"	3	5	2
"ENSG00000204979.3"	2	5	2
"ENSG00000181995.7"	3	1	0
"ENSG00000166959.3"	4	4	1
"ENSG00000214782.3"	2	1	3
"ENSG00000166961.10"	1	2	8
"ENSG00000172689.1"	4	7	4
"ENSG00000255845.1"	1	0	1
"ENSG00000255959.1"	14	3	6
"ENSG00000256813.1"	24	7	21
"ENSG00000110104.7"	117	59	87
"ENSG00000183134.4"	631	286	458
"ENSG00000149506.6"	10	2	7
"ENSG00000110107.4"	1294	845	1340
"ENSG00000257052.1"	29	8	14
"ENSG00000256944.1"	1	1	0
"ENSG00000110108.5"	731	201	443
"ENSG00000256196.1"	0	1	1
"ENSG00000006118.10"	20	14	16
"ENSG00000110446.5"	2853	891	1334
"ENSG00000013725.10"	3314	892	1571
"ENSG00000207153.1"	0	0	0
"ENSG00000256733.1"	0	1	3
"ENSG00000110448.6"	1420	381	671
"ENSG00000167987.6"	698	223	344
"ENSG00000229859.4"	0	3	0
"ENSG00000229183.4"	0	0	0
"ENSG00000256220.1"	0	0	0
"ENSG00000256713.3"	0	0	2
"ENSG00000167992.8"	138	45	49
"ENSG00000167986.9"	4906	3021	4041
"ENSG00000149476.10"	480	122	229
"ENSG00000162144.5"	1936	846	1184
"ENSG00000149483.7"	772	459	673
"ENSG00000187049.5"	315	195	278
"ENSG00000149532.11"	3159	888	1436
"ENSG00000256591.1"	30	11	22
"ENSG00000167985.2"	924	424	758
"ENSG00000240823.2"	25	23	28
"ENSG00000162148.6"	86	26	22
"ENSG00000255931.1"	2	2	3
"ENSG00000266006.1"	0	2	1
"ENSG00000204950.2"	6	3	9
"ENSG00000011347.5"	12	10	20
"ENSG00000256443.1"	4	2	0
"ENSG00000250230.2"	6	4	3
"ENSG00000243742.1"	8	5	8
"ENSG00000255947.1"	0	0	0
"ENSG00000134780.5"	105	43	46
"ENSG00000124915.6"	4	3	2
"ENSG00000124920.9"	54	36	38
"ENSG00000134825.9"	639	622	898
"ENSG00000207601.1"	0	0	0
"ENSG00000168496.3"	240	148	253
"ENSG00000134824.9"	449	185	311
"ENSG00000149485.12"	399	257	351
"ENSG00000222326.1"	0	0	0
"ENSG00000221968.4"	228	70	83
"ENSG00000167994.7"	158	79	99
"ENSG00000200898.1"	0	1	0
"ENSG00000167995.11"	3392	1302	1979
"ENSG00000167996.11"	20365	4499	6385
"ENSG00000269089.1"	290	100	183
"ENSG00000244176.1"	2	0	0
"ENSG00000254424.1"	0	2	0
"ENSG00000255553.1"	0	1	1
"ENSG00000149503.8"	586	182	273
"ENSG00000236607.3"	1	2	1
"ENSG00000168515.3"	0	2	0
"ENSG00000124939.4"	0	0	0
"ENSG00000254404.1"	1	0	0
"ENSG00000124935.3"	0	0	0
"ENSG00000110484.6"	1	0	2
"ENSG00000197745.1"	3	0	0
"ENSG00000255213.1"	0	2	0
"ENSG00000255118.1"	0	1	2
"ENSG00000162174.8"	315	188	309
"ENSG00000254454.2"	64	35	49
"ENSG00000265696.1"	0	0	0
"ENSG00000255126.1"	4	8	5
"ENSG00000149021.2"	2	1	1
"ENSG00000255446.1"	5	6	10
"ENSG00000124942.9"	62625	44037	60891
"ENSG00000238861.1"	1	0	0
"ENSG00000250659.2"	1	0	0
"ENSG00000257058.1"	5	2	5
"ENSG00000254772.5"	0	0	0
"ENSG00000255508.3"	7	3	6
"ENSG00000149016.11"	192	56	97
"ENSG00000149480.2"	3402	1481	2130
"ENSG00000149499.7"	1808	474	808
"ENSG00000254964.1"	0	2	0
"ENSG00000149489.4"	32	14	27
"ENSG00000149541.5"	650	230	338
"ENSG00000089597.12"	3894	1250	1891
"ENSG00000185085.2"	788	142	275
"ENSG00000255432.1"	0	0	0
"ENSG00000162194.8"	657	362	574
"ENSG00000214756.3"	170	96	174
"ENSG00000206597.1"	0	0	0
"ENSG00000204922.4"	185	128	248
"ENSG00000162191.9"	2356	1434	2245
"ENSG00000177363.4"	7	1	12
"ENSG00000234857.2"	35	11	27
"ENSG00000168000.10"	195	73	121
"ENSG00000162188.5"	3	1	1
"ENSG00000214753.2"	1238	476	727
"ENSG00000162222.9"	739	464	695
"ENSG00000185670.7"	445	129	195
"ENSG00000168002.7"	1015	757	1212
"ENSG00000267811.1"	2	2	4
"ENSG00000162227.3"	284	150	267
"ENSG00000168569.7"	235	194	263
"ENSG00000269176.1"	53	40	56
"ENSG00000185475.4"	740	204	348
"ENSG00000162231.9"	3100	1230	2012
"ENSG00000162236.7"	1294	605	955
"ENSG00000269463.1"	18	8	15
"ENSG00000252361.1"	39	13	26
"ENSG00000264442.1"	30	17	32
"ENSG00000256690.1"	96	18	32
"ENSG00000133316.11"	677	354	512
"ENSG00000222328.1"	0	0	0
"ENSG00000255717.2"	1160	1473	1391
"ENSG00000168003.12"	1580	868	1265
"ENSG00000168539.3"	5	4	7
"ENSG00000257002.1"	3	1	0
"ENSG00000241082.2"	1	0	0
"ENSG00000197901.7"	5	4	6
"ENSG00000149452.11"	11	4	11
"ENSG00000256041.1"	0	0	0
"ENSG00000253547.2"	0	4	0
"ENSG00000197658.5"	1	3	3
"ENSG00000239924.1"	1	0	1
"ENSG00000184999.7"	4	5	8
"ENSG00000196600.8"	2	10	6
"ENSG00000256863.1"	2	3	0
"ENSG00000256847.1"	4	1	0
"ENSG00000256181.1"	0	1	0
"ENSG00000149742.5"	3	3	2
"ENSG00000168004.5"	60	37	42
"ENSG00000133317.10"	362	126	222
"ENSG00000133321.6"	985	668	958
"ENSG00000133328.3"	5	8	4
"ENSG00000176485.6"	200	105	170
"ENSG00000203520.3"	0	0	0
"ENSG00000184743.8"	3616	1849	2389
"ENSG00000270269.1"	0	0	0
"ENSG00000256789.1"	0	1	0
"ENSG00000133318.9"	7350	2953	4227
"ENSG00000271100.1"	0	0	0
"ENSG00000188070.8"	169	100	138
"ENSG00000255651.2"	2	1	0
"ENSG00000264519.1"	1	0	0
"ENSG00000168005.4"	174	53	70
"ENSG00000256280.1"	68	25	43
"ENSG00000072518.16"	2927	955	1518
"ENSG00000202089.1"	0	0	0
"ENSG00000167771.5"	5	5	9
"ENSG00000110583.8"	719	157	221
"ENSG00000207200.1"	1	1	1
"ENSG00000176340.3"	770	315	543
"ENSG00000256100.1"	0	0	0
"ENSG00000167770.7"	1169	524	687
"ENSG00000133315.6"	98	35	48
"ENSG00000256824.1"	3	1	0
"ENSG00000256481.1"	4	1	2
"ENSG00000126500.3"	5	2	4
"ENSG00000256341.1"	15	6	15
"ENSG00000168439.12"	1480	891	1337
"ENSG00000149781.8"	5587	1122	1918
"ENSG00000149743.9"	265	76	116
"ENSG00000149761.4"	796	334	542
"ENSG00000256116.1"	38	8	27
"ENSG00000110011.9"	478	100	192
"ENSG00000173511.5"	108	30	45
"ENSG00000173486.8"	408	292	586
"ENSG00000173457.6"	169	138	128
"ENSG00000256940.1"	3	1	1
"ENSG00000257086.1"	6	9	14
"ENSG00000149782.7"	425	123	178
"ENSG00000002330.9"	533	307	442
"ENSG00000173264.9"	345	147	245
"ENSG00000182450.8"	4	0	8
"ENSG00000257069.1"	2	0	1
"ENSG00000207024.1"	1	1	0
"ENSG00000219435.3"	2	4	1
"ENSG00000173153.9"	2247	1285	1703
"ENSG00000173113.2"	1145	1264	1730
"ENSG00000126432.9"	4286	3373	5106
"ENSG00000236935.1"	40	12	27
"ENSG00000168071.17"	10186	3270	4796
"ENSG00000162302.8"	1368	440	780
"ENSG00000221273.1"	0	0	0
"ENSG00000231680.1"	99	49	80
"ENSG00000231492.2"	2	1	1
"ENSG00000181908.4"	95	31	41
"ENSG00000232500.1"	1	0	4
"ENSG00000237363.1"	0	1	3
"ENSG00000168065.11"	6	8	15
"ENSG00000197891.7"	5	12	10
"ENSG00000110076.14"	57	36	48
"ENSG00000237410.1"	0	3	0
"ENSG00000068831.14"	9226	3770	5786
"ENSG00000068976.9"	386	99	165
"ENSG00000168066.16"	7065	3259	4872
"ENSG00000269038.1"	37	25	36
"ENSG00000269290.1"	63	26	47
"ENSG00000168067.7"	1509	405	679
"ENSG00000133895.10"	334	95	162
"ENSG00000171219.8"	164	53	81
"ENSG00000110047.13"	6559	1745	2773
"ENSG00000230835.1"	1	0	0
"ENSG00000203400.3"	1	0	0
"ENSG00000267804.1"	3	0	0
"ENSG00000207648.1"	0	0	2
"ENSG00000229719.2"	18	12	18
"ENSG00000110046.8"	3127	761	1186
"ENSG00000068971.9"	950	432	686
"ENSG00000149735.2"	1	1	1
"ENSG00000168070.7"	11	8	14
"ENSG00000168062.5"	207	40	41
"ENSG00000213465.3"	266	113	186
"ENSG00000273003.1"	0	0	0
"ENSG00000270775.1"	1	3	3
"ENSG00000110025.8"	77	43	65
"ENSG00000168061.9"	125	28	67
"ENSG00000168060.10"	159	135	219
"ENSG00000266123.1"	0	0	0
"ENSG00000146670.5"	22	12	18
"ENSG00000162300.7"	577	187	262
"ENSG00000187066.4"	4	7	2
"ENSG00000149823.3"	3862	2248	3194
"ENSG00000254501.1"	2	3	1
"ENSG00000149809.10"	274	112	239
"ENSG00000174276.5"	172	96	132
"ENSG00000255173.1"	12	8	9
"ENSG00000149806.6"	4199	3594	6735
"ENSG00000162298.12"	563	280	478
"ENSG00000149792.4"	1081	576	887
"ENSG00000254455.1"	0	0	0
"ENSG00000222477.1"	0	1	0
"ENSG00000255058.1"	0	0	1
"ENSG00000204710.2"	7	8	9
"ENSG00000255200.1"	68	11	25
"ENSG00000249251.1"	0	0	0
"ENSG00000254614.1"	348	205	269
"ENSG00000014216.11"	3382	852	1370
"ENSG00000197847.8"	37	11	16
"ENSG00000014138.4"	634	258	429
"ENSG00000149798.3"	1854	358	595
"ENSG00000133884.5"	1729	660	1207
"ENSG00000173825.6"	659	161	224
"ENSG00000255478.1"	3	2	4
"ENSG00000162241.8"	821	300	491
"ENSG00000126391.9"	2640	665	967
"ENSG00000245532.4"	126496	99355	135805
"ENSG00000173727.7"	30	21	35
"ENSG00000251562.3"	1013287	584587	899500
"ENSG00000270117.1"	10	6	12
"ENSG00000270526.1"	1	0	0
"ENSG00000142186.12"	1667	680	1021
"ENSG00000168056.10"	1141	216	382
"ENSG00000260233.2"	96	23	65
"ENSG00000173465.3"	256	59	84
"ENSG00000176973.7"	346	76	143
"ENSG00000173442.7"	11950	4581	7176
"ENSG00000269018.1"	3	7	10
"ENSG00000173338.8"	39	9	16
"ENSG00000173327.3"	5433	2092	2905
"ENSG00000197136.4"	2389	525	770
"ENSG00000266041.1"	0	0	0
"ENSG00000213445.4"	7976	1438	2497
"ENSG00000265874.1"	12	9	24
"ENSG00000173039.14"	1227	440	719
"ENSG00000239356.2"	0	0	0
"ENSG00000172977.8"	1356	606	1016
"ENSG00000172922.4"	1117	601	930
"ENSG00000214659.4"	0	1	2
"ENSG00000255557.1"	0	1	0
"ENSG00000254470.2"	3980	1427	2233
"ENSG00000175827.2"	0	0	0
"ENSG00000172818.5"	7	7	7
"ENSG00000255120.1"	1	3	1
"ENSG00000255404.1"	0	0	1
"ENSG00000172757.8"	9772	2146	3291
"ENSG00000172803.13"	17	10	13
"ENSG00000172732.7"	1370	468	676
"ENSG00000172638.8"	128	76	113
"ENSG00000172543.3"	1226	311	475
"ENSG00000172500.8"	537	276	396
"ENSG00000175602.2"	640	407	606
"ENSG00000175592.4"	5	4	5
"ENSG00000175573.6"	715	81	131
"ENSG00000175550.3"	1310	299	462
"ENSG00000175513.5"	12	5	5
"ENSG00000175467.10"	2360	771	1186
"ENSG00000254867.1"	6	1	1
"ENSG00000175376.4"	756	496	808
"ENSG00000175334.3"	522	78	129
"ENSG00000175315.2"	3	2	4
"ENSG00000175294.5"	121	78	113
"ENSG00000175229.6"	4	9	7
"ENSG00000087365.10"	3394	1013	1606
"ENSG00000238752.1"	0	0	0
"ENSG00000255038.1"	6	5	5
"ENSG00000175115.7"	4417	2236	3297
"ENSG00000238763.1"	82	30	57
"ENSG00000255320.1"	13	4	3
"ENSG00000174996.7"	329	103	152
"ENSG00000254461.1"	2	2	2
"ENSG00000254855.1"	3	6	3
"ENSG00000254762.1"	2	1	2
"ENSG00000174903.10"	3058	453	756
"ENSG00000245156.1"	1	1	1
"ENSG00000254452.1"	1	1	0
"ENSG00000174871.6"	16	13	8
"ENSG00000174851.10"	488	241	410
"ENSG00000179292.4"	4	8	6
"ENSG00000254458.1"	6	3	0
"ENSG00000174807.3"	26	7	27
"ENSG00000174791.6"	169	51	65
"ENSG00000254756.1"	2	2	4
"ENSG00000174744.9"	1186	614	823
"ENSG00000174684.6"	115	42	80
"ENSG00000255468.2"	53	20	41
"ENSG00000174669.7"	125	31	37
"ENSG00000254736.1"	0	1	0
"ENSG00000202317.1"	0	1	1
"ENSG00000254510.1"	2	1	1
"ENSG00000174576.4"	4	3	4
"ENSG00000201733.1"	0	0	0
"ENSG00000174547.9"	319	220	320
"ENSG00000254596.1"	0	1	0
"ENSG00000174516.10"	506	153	218
"ENSG00000255517.2"	138	53	54
"ENSG00000254986.3"	456	165	273
"ENSG00000256349.1"	0	0	0
"ENSG00000174483.15"	117	31	49
"ENSG00000174165.3"	596	174	297
"ENSG00000269990.1"	228	79	115
"ENSG00000248746.1"	13	13	19
"ENSG00000250105.1"	1	1	1
"ENSG00000174080.6"	216	73	137
"ENSG00000182791.3"	6	5	6
"ENSG00000173992.4"	1071	727	1017
"ENSG00000199325.1"	2	2	2
"ENSG00000239306.4"	3663	1261	2022
"ENSG00000173933.15"	1652	756	1338
"ENSG00000248643.5"	14	1	11
"ENSG00000173914.7"	491	290	460
"ENSG00000258297.1"	431	223	341
"ENSG00000173898.7"	28	34	50
"ENSG00000239553.2"	0	1	0
"ENSG00000173715.11"	361	216	288
"ENSG00000213409.4"	1	0	1
"ENSG00000254984.1"	0	0	1
"ENSG00000173653.3"	319	145	174
"ENSG00000173599.9"	126	58	80
"ENSG00000173621.8"	135	49	52
"ENSG00000239099.1"	0	0	1
"ENSG00000266423.1"	1	5	1
"ENSG00000173237.4"	2	2	2
"ENSG00000252709.1"	0	0	0
"ENSG00000173227.9"	23	19	18
"ENSG00000173156.2"	4	6	12
"ENSG00000173120.10"	8780	4232	6006
"ENSG00000179038.7"	1	1	0
"ENSG00000238892.1"	70	28	38
"ENSG00000173020.6"	12745	3484	5096
"ENSG00000172932.10"	5442	2352	3465
"ENSG00000172830.8"	810	337	541
"ENSG00000175482.4"	1142	523	1013
"ENSG00000256514.1"	0	0	1
"ENSG00000201684.1"	7	1	4
"ENSG00000175505.9"	72	33	62
"ENSG00000172613.3"	311	91	158
"ENSG00000253024.1"	2	1	1
"ENSG00000172531.10"	5226	1588	2238
"ENSG00000175463.7"	7531	2608	3864
"ENSG00000172508.6"	269	65	75
"ENSG00000175634.10"	1330	639	1008
"ENSG00000255949.1"	111	21	46
"ENSG00000213402.2"	4299	743	1448
"ENSG00000172725.9"	1169	516	783
"ENSG00000175514.2"	1	1	7
"ENSG00000175544.9"	73	12	32
"ENSG00000269913.1"	16	4	3
"ENSG00000270169.1"	2	1	4
"ENSG00000172663.4"	430	135	231
"ENSG00000110711.5"	1846	290	560
"ENSG00000110697.8"	2445	550	866
"ENSG00000167797.3"	540	65	111
"ENSG00000167791.7"	3	5	7
"ENSG00000244152.2"	0	3	0
"ENSG00000084207.11"	2265	1264	2136
"ENSG00000184224.3"	3	0	0
"ENSG00000255119.1"	0	2	2
"ENSG00000167792.7"	1556	801	1108
"ENSG00000231793.4"	43	25	41
"ENSG00000255318.1"	16	10	12
"ENSG00000167799.5"	29	29	27
"ENSG00000167800.9"	3	5	3
"ENSG00000132744.3"	15	7	11
"ENSG00000227834.1"	1	0	0
"ENSG00000132746.10"	8	10	8
"ENSG00000239559.2"	6	15	3
"ENSG00000184795.9"	2	3	0
"ENSG00000235855.3"	0	0	0
"ENSG00000266451.1"	0	0	0
"ENSG00000254447.1"	0	1	0
"ENSG00000254883.1"	0	2	0
"ENSG00000255147.1"	1	1	1
"ENSG00000227620.4"	4	5	4
"ENSG00000160172.6"	45	22	26
"ENSG00000254792.1"	0	0	0
"ENSG00000251637.2"	112	48	50
"ENSG00000206587.1"	10	2	2
"ENSG00000243672.1"	1	2	2
"ENSG00000221553.1"	0	0	1
"ENSG00000254610.1"	2	2	3
"ENSG00000254850.2"	2	1	0
"ENSG00000255230.1"	0	1	0
"ENSG00000255554.1"	1	1	1
"ENSG00000110057.3"	3235	1283	1937
"ENSG00000006534.11"	1172	338	534
"ENSG00000255306.1"	44	13	11
"ENSG00000110717.6"	562	198	344
"ENSG00000266737.1"	0	0	0
"ENSG00000110719.5"	9834	2743	4561
"ENSG00000255031.1"	751	286	439
"ENSG00000110721.7"	300	141	252
"ENSG00000255236.2"	8	1	11
"ENSG00000110066.10"	3991	2279	3234
"ENSG00000171067.6"	251	117	202
"ENSG00000162337.7"	99	46	59
"ENSG00000110075.10"	8820	5442	7194
"ENSG00000254856.1"	0	0	0
"ENSG00000222339.1"	0	0	0
"ENSG00000212093.1"	0	0	0
"ENSG00000260808.1"	6	3	3
"ENSG00000266854.1"	6	4	6
"ENSG00000069482.6"	5	3	4
"ENSG00000132749.6"	286	124	237
"ENSG00000110090.8"	2655	1095	1697
"ENSG00000250508.1"	12	4	2
"ENSG00000197345.8"	303	159	223
"ENSG00000132740.4"	863	277	493
"ENSG00000255741.1"	0	1	1
"ENSG00000172938.3"	0	0	1
"ENSG00000261625.1"	0	2	5
"ENSG00000261276.1"	3	1	4
"ENSG00000172935.8"	2	4	11
"ENSG00000256508.2"	4	1	14
"ENSG00000162341.11"	2451	586	890
"ENSG00000265539.1"	41	3	12
"ENSG00000260895.1"	56	13	15
"ENSG00000261070.1"	1	2	0
"ENSG00000259799.1"	36	11	19
"ENSG00000172927.3"	45	30	38
"ENSG00000213275.2"	0	0	0
"ENSG00000260877.1"	1	4	3
"ENSG00000259854.1"	1	0	5
"ENSG00000255980.1"	1	1	7
"ENSG00000255606.1"	2	3	0
"ENSG00000261347.1"	6	1	3
"ENSG00000255774.1"	2	0	3
"ENSG00000110092.3"	79	26	58
"ENSG00000149716.8"	1720	717	1031
"ENSG00000162344.3"	5	5	2
"ENSG00000256441.1"	1	0	6
"ENSG00000268351.1"	1	0	2
"ENSG00000075388.2"	4	6	3
"ENSG00000186895.2"	5	7	8
"ENSG00000255191.1"	3	4	0
"ENSG00000254605.1"	1	1	1
"ENSG00000248844.2"	1	3	3
"ENSG00000254417.1"	1	0	2
"ENSG00000202070.1"	0	0	0
"ENSG00000131620.13"	19	20	26
"ENSG00000255143.1"	2	2	0
"ENSG00000254902.1"	2	4	0
"ENSG00000168040.4"	1578	1077	1576
"ENSG00000254721.1"	2	6	1
"ENSG00000131626.11"	4252	1521	2211
"ENSG00000255329.1"	0	0	0
"ENSG00000254604.1"	0	0	0
"ENSG00000221333.1"	18	16	17
"ENSG00000254484.1"	39	15	26
"ENSG00000255539.1"	0	1	0
"ENSG00000254495.1"	0	0	0
"ENSG00000246889.2"	13	13	7
"ENSG00000085733.11"	706	379	565
"ENSG00000162105.12"	42	28	51
"ENSG00000227726.1"	0	0	0
"ENSG00000226627.1"	4	4	7
"ENSG00000236262.1"	0	2	0
"ENSG00000207196.1"	0	0	1
"ENSG00000171671.6"	3	1	4
"ENSG00000263744.1"	0	0	0
"ENSG00000172900.7"	3	4	9
"ENSG00000172893.11"	127	55	93
"ENSG00000254682.1"	77	32	60
"ENSG00000172890.7"	5602	1927	2974
"ENSG00000254924.2"	0	0	0
"ENSG00000244411.2"	2	3	1
"ENSG00000241233.1"	1	3	2
"ENSG00000254997.2"	2	1	3
"ENSG00000204572.5"	1	1	4
"ENSG00000248903.1"	0	3	0
"ENSG00000249387.1"	0	0	0
"ENSG00000204571.4"	0	3	1
"ENSG00000187811.3"	5	7	6
"ENSG00000184055.4"	4	3	0
"ENSG00000255562.2"	2	5	6
"ENSG00000255261.1"	0	2	0
"ENSG00000255415.1"	2	0	1
"ENSG00000221458.1"	0	0	0
"ENSG00000239481.1"	3	5	7
"ENSG00000254805.1"	0	1	0
"ENSG00000254972.1"	4	3	2
"ENSG00000223235.1"	1	0	0
"ENSG00000255319.1"	32	21	23
"ENSG00000158483.11"	66	34	48
"ENSG00000248671.3"	87	45	80
"ENSG00000254978.2"	18	13	8
"ENSG00000264091.1"	0	1	0
"ENSG00000214534.4"	26	17	19
"ENSG00000184276.2"	0	2	2
"ENSG00000252902.1"	2	0	0
"ENSG00000255157.1"	0	0	0
"ENSG00000254469.3"	712	401	611
"ENSG00000225805.3"	0	0	1
"ENSG00000228915.3"	0	0	1
"ENSG00000254593.1"	1	0	0
"ENSG00000266859.1"	0	0	1
"ENSG00000137522.13"	726	315	498
"ENSG00000255296.1"	0	0	2
"ENSG00000137496.13"	528	179	245
"ENSG00000137497.13"	8960	3733	5339
"ENSG00000251143.1"	52	19	33
"ENSG00000206783.1"	3	0	5
"ENSG00000263742.1"	3	2	5
"ENSG00000212089.1"	2	1	3
"ENSG00000184154.8"	87	53	65
"ENSG00000149357.5"	2641	1526	2150
"ENSG00000238768.1"	0	0	0
"ENSG00000110200.4"	224	103	146
"ENSG00000110203.4"	798	576	827
"ENSG00000257075.1"	1	1	1
"ENSG00000256518.2"	1	1	1
"ENSG00000204971.3"	2	1	0
"ENSG00000255860.2"	1	3	1
"ENSG00000110195.7"	1	4	6
"ENSG00000165457.9"	58	31	58
"ENSG00000165458.9"	2356	647	1008
"ENSG00000165462.5"	6	3	13
"ENSG00000228286.2"	2	1	3
"ENSG00000213365.3"	1	2	1
"ENSG00000162129.8"	808	436	563
"ENSG00000255843.1"	1	0	3
"ENSG00000256739.1"	0	1	1
"ENSG00000255672.1"	0	0	2
"ENSG00000256403.1"	2	0	1
"ENSG00000237408.1"	3	0	0
"ENSG00000238048.1"	2	0	0
"ENSG00000227467.3"	3	6	4
"ENSG00000186642.11"	110	45	66
"ENSG00000256633.1"	16	1	11
"ENSG00000272036.1"	0	0	0
"ENSG00000251919.1"	0	0	0
"ENSG00000255808.1"	4	1	1
"ENSG00000186635.10"	15588	6041	8570
"ENSG00000256007.1"	1	2	2
"ENSG00000245148.2"	3	5	3
"ENSG00000244134.1"	0	0	0
"ENSG00000214530.3"	414	122	178
"ENSG00000202522.1"	1	1	0
"ENSG00000265064.1"	0	0	0
"ENSG00000168010.6"	20631	7966	12271
"ENSG00000137478.10"	3163	1271	1808
"ENSG00000206638.1"	9	4	5
"ENSG00000234751.1"	0	1	2
"ENSG00000256568.1"	1	1	0
"ENSG00000215841.3"	11	3	6
"ENSG00000175591.7"	563	188	290
"ENSG00000260401.1"	306	98	145
